city,country,Rent_Studio_Center,Transport_Monthly_Pass,Internet_60Mbps,Meal_Inexpensive,Meal_Restaurant_3Course,Transport_OneWay,Taxi_Start,Beer_Domestic,Cappuccino,Cinema,Avg_Monthly_Net_Salary,University,Program,Level,Duration_Years,Tuition_USD,Living_Cost_Index,Rent_USD,Visa_Fee_USD,Insurance_USD,Exchange_Rate,Cost_of_Living_Index,Purchasing_Power_Index,Student_Score,Tourist_Score,City_Is_Unique,Rent_to_Income_Ratio,Daily_Survival_Budget
bochum,germany,553.22,84.3,31.35,13.17,52.69,3.0,2.0,3.69,2.42,7.59,2880.44,No University Listed,,,,,,,,,,,,74.73,66.13,True,19.21,21.59
bonn,germany,667.37,115.91,36.06,15.81,73.76,3.16,2.0,4.48,3.05,7.9,2284.26,University of Bonn,Engineering,Master,2.0,0.0,67.8,1100.0,110.0,900.0,0.92,69.14,112.56,77.21,60.16,True,29.22,25.18
braunschweig,germany,445.73,70.6,45.63,8.17,68.49,3.16,2.37,3.69,3.55,7.38,3277.67,TU Braunschweig,Software Systems,Master,2.0,500.0,64.5,650.0,75.0,550.0,0.92,,,85.66,59.52,True,13.6,18.04
bremen,germany,658.59,71.44,36.88,12.64,52.69,3.0,2.42,4.74,3.34,7.48,2300.6,University of Bremen,Robotics,Master,2.0,0.0,66.5,900.0,110.0,900.0,0.92,68.93,126.88,84.81,60.71,True,28.63,21.98
cologne,germany,921.15,101.16,35.39,13.7,55.32,3.16,2.16,3.69,2.85,8.43,2480.27,University of Cologne,Mathematics,Master,2.0,0.0,69.8,1200.0,110.0,900.0,0.92,67.36,133.27,78.44,63.17,True,37.14,22.87
darmstadt,germany,994.47,68.49,38.05,11.86,57.96,2.82,2.11,4.21,3.49,7.06,3115.57,TU Darmstadt,Information Systems,Bachelor,3.0,450.0,66.9,750.0,75.0,550.0,0.92,,,83.3,62.11,True,31.92,20.98
darmstadt,germany,994.47,68.49,38.05,11.86,57.96,2.82,2.11,4.21,3.49,7.06,3115.57,TU Darmstadt,Computer Engineering,Master,2.0,0.0,66.8,950.0,110.0,900.0,0.92,,,83.62,62.11,False,31.92,20.98
dortmund,germany,700.74,73.76,37.5,12.64,52.69,3.16,2.0,3.64,3.14,7.38,2646.41,No University Listed,,,,,,,,,,,,76.31,63.78,True,26.48,22.1
dresden,germany,577.66,67.02,32.9,10.54,47.42,2.63,2.37,3.69,3.14,8.43,2579.58,TU Dresden,Computer Science,Master,2.0,500.0,65.8,750.0,75.0,550.0,0.92,65.92,131.77,85.61,64.01,True,22.39,18.94
dresden,germany,577.66,67.02,32.9,10.54,47.42,2.63,2.37,3.69,3.14,8.43,2579.58,TU Dresden,Mechanical Engineering,Bachelor,3.0,0.0,65.4,800.0,110.0,900.0,0.92,65.92,131.77,85.97,64.01,False,22.39,18.94
dresden,germany,577.66,67.02,32.9,10.54,47.42,2.63,2.37,3.69,3.14,8.43,2579.58,TU Dresden,Computer Science,Bachelor,3.0,0.0,65.4,900.0,110.0,900.0,0.92,65.92,131.77,85.97,64.01,False,22.39,18.94
dusseldorf,germany,1024.47,84.3,32.03,11.59,59.54,3.16,2.32,4.74,3.37,7.9,3245.42,No University Listed,,,,,,,,,,73.0,115.58,71.18,59.49,True,31.57,21.28
erlangen,germany,701.79,60.27,31.48,14.23,44.78,2.58,1.9,3.69,3.0,7.38,3609.71,No University Listed,,,,,,,,,,,,79.74,66.93,True,19.44,22.39
essen,germany,965.93,84.3,39.52,11.59,55.32,3.16,2.11,4.0,3.01,7.38,2928.53,No University Listed,,,,,,,,,,,,71.62,63.01,True,32.98,20.92
frankfurt,germany,1169.07,98.1,38.65,14.75,63.22,2.9,1.9,4.21,3.37,7.59,3365.64,Goethe University,Computer Science,Master,2.0,0.0,72.3,1300.0,110.0,900.0,0.92,71.64,132.91,77.71,62.01,True,34.74,23.92
freiburg im breisgau,germany,904.46,67.44,33.11,12.12,62.17,2.63,2.95,4.21,3.36,7.9,2720.42,No University Listed,,,,,,,,,,,,76.38,59.39,True,33.25,20.74
gottingen,germany,729.72,55.06,34.14,10.54,52.69,2.53,1.9,3.79,2.89,8.43,2777.67,No University Listed,,,,,,,,,,,,80.85,65.75,True,26.27,18.49
hamburg,germany,1111.22,96.94,37.75,14.75,63.22,3.44,2.07,4.74,3.59,7.9,3164.03,TU Hamburg,Data Engineering,Master,2.0,500.0,71.2,950.0,75.0,550.0,0.92,72.15,113.28,77.84,58.46,True,35.12,25.22
hamburg,germany,1111.22,96.94,37.75,14.75,63.22,3.44,2.07,4.74,3.59,7.9,3164.03,University of Hamburg,Physics,Master,2.0,0.0,69.8,1100.0,110.0,900.0,0.92,72.15,113.28,78.2,58.46,False,35.12,25.22
hamburg,germany,1111.22,96.94,37.75,14.75,63.22,3.44,2.07,4.74,3.59,7.9,3164.03,TU Hamburg,Electrical Engineering,Master,2.0,0.0,69.8,1200.0,110.0,900.0,0.92,72.15,113.28,78.2,58.46,False,35.12,25.22
hannover,germany,755.18,73.76,32.27,10.54,57.96,3.21,2.08,5.01,3.36,8.42,2664.16,Leibniz University,Digital Engineering,Master,2.0,500.0,66.2,750.0,75.0,550.0,0.92,,,83.57,59.67,True,28.35,20.32
heidelberg,germany,1027.4,84.3,39.32,15.81,60.59,2.92,2.85,4.21,3.19,7.59,3114.4,Heidelberg University,Molecular Biology,PhD,3.0,500.0,68.4,900.0,75.0,550.0,0.92,70.82,135.3,80.41,59.77,True,32.99,24.84
heidelberg,germany,1027.4,84.3,39.32,15.81,60.59,2.92,2.85,4.21,3.19,7.59,3114.4,Heidelberg University,Physics,Bachelor,3.0,0.0,67.8,1000.0,110.0,900.0,0.92,70.82,135.3,80.77,59.77,False,32.99,24.84
ingolstadt,germany,807.87,61.64,47.42,11.59,63.22,2.85,2.34,4.48,3.5,8.43,3082.2,No University Listed,,,,,,,,,,,,78.59,59.53,True,26.21,20.79
jena,germany,614.68,66.07,39.25,7.38,73.76,2.32,2.69,3.16,2.7,8.43,2779.25,University of Jena,Data Science,Bachelor,3.0,450.0,63.8,600.0,75.0,550.0,0.92,,,85.62,62.81,True,22.12,14.72
jena,germany,614.68,66.07,39.25,7.38,73.76,2.32,2.69,3.16,2.7,8.43,2779.25,University of Jena,Photonics,Master,2.0,0.0,65.4,850.0,110.0,900.0,0.92,,,85.94,62.81,False,22.12,14.72
karlsruhe,germany,698.11,70.6,38.75,11.59,63.22,2.95,2.32,4.21,3.08,7.38,2893.81,KIT,Artificial Intelligence,Master,2.0,500.0,67.8,800.0,75.0,550.0,0.92,69.26,161.95,84.39,61.5,True,24.12,20.57
karlsruhe,germany,698.11,70.6,38.75,11.59,63.22,2.95,2.32,4.21,3.08,7.38,2893.81,KIT,Mechatronics,PhD,4.0,0.0,67.9,1000.0,110.0,900.0,0.92,69.26,161.95,84.76,61.5,False,24.12,20.57
kiel,germany,807.87,64.28,32.66,11.38,52.69,2.74,2.05,4.11,3.4,8.43,2476.3,No University Listed,,,,,,,,,,,,77.92,62.78,True,32.62,20.26
leipzig,germany,581.54,85.35,39.37,9.48,52.69,3.16,2.63,4.21,3.3,7.9,2231.31,No University Listed,,,,,,,,,,66.04,90.74,74.25,60.24,True,26.06,19.1
mainz,germany,843.0,85.99,36.88,8.43,42.68,3.11,2.53,4.21,3.24,7.59,3090.99,No University Listed,,,,,,,,,,,,72.12,62.19,True,27.27,17.89
mannheim,germany,916.76,79.03,34.9,11.59,63.22,2.85,2.27,4.21,2.94,7.59,3020.74,No University Listed,,,,,,,,,,68.35,141.04,73.33,62.22,True,30.35,20.23
munich,germany,1427.72,62.28,37.72,15.81,65.86,3.69,2.11,4.21,3.59,8.11,3467.43,Technical University of Munich,Mechanical Engineering,Master,2.0,500.0,70.5,1100.0,75.0,550.0,0.92,73.79,114.57,82.13,57.97,True,41.18,26.78
munich,germany,1427.72,62.28,37.72,15.81,65.86,3.69,2.11,4.21,3.59,8.11,3467.43,TU Munich,Mechanical Engineering,Master,2.0,0.0,71.5,1200.0,110.0,900.0,0.92,73.79,114.57,82.5,57.97,False,41.18,26.78
munich,germany,1427.72,62.28,37.72,15.81,65.86,3.69,2.11,4.21,3.59,8.11,3467.43,LMU Munich,Mathematics,PhD,4.0,0.0,71.5,1300.0,110.0,900.0,0.92,73.79,114.57,82.5,57.97,False,41.18,26.78
munster,germany,843.0,72.44,28.79,10.54,47.42,4.9,2.32,4.9,2.92,7.06,1882.69,No University Listed,,,,,,,,,,,,75.57,57.72,True,44.78,23.26
nuremberg,germany,713.91,84.3,34.94,10.54,52.69,2.95,1.9,3.69,3.14,7.64,2992.03,No University Listed,,,,,,,,,,66.44,120.91,73.52,64.46,True,23.86,19.58
osnabruck,germany,500.53,58.38,38.99,11.59,47.42,2.95,2.21,4.11,3.03,7.48,2739.74,No University Listed,,,,,,,,,,,,81.74,63.91,True,18.27,20.52
paderborn,germany,553.22,63.38,39.52,11.59,84.3,2.85,2.85,3.69,3.03,7.38,2423.61,No University Listed,,,,,,,,,,,,80.07,58.53,True,22.83,20.32
passau,germany,701.99,44.78,40.74,10.54,52.69,2.11,2.11,3.42,3.41,8.43,1756.24,No University Listed,,,,,,,,,,,,83.68,65.23,True,39.97,18.17
regensburg,germany,1001.06,54.27,41.8,12.64,44.78,2.63,1.9,3.9,3.64,7.38,2704.61,No University Listed,,,,,,,,,,,,79.01,64.63,True,37.01,21.54
saarbrucken,germany,671.76,68.49,37.82,10.54,77.98,2.74,2.11,3.69,3.51,7.9,2686.79,No University Listed,,,,,,,,,,,,77.87,60.22,True,25.0,19.53
stuttgart,germany,1053.75,76.08,35.23,12.64,63.22,2.9,2.42,4.21,3.26,7.75,3411.99,University of Stuttgart,Software Engineering,Bachelor,3.0,450.0,68.5,850.0,75.0,550.0,0.92,67.46,130.11,81.71,60.59,True,30.88,21.7
stuttgart,germany,1053.75,76.08,35.23,12.64,63.22,2.9,2.42,4.21,3.26,7.75,3411.99,University of Stuttgart,Engineering,Master,2.0,0.0,68.7,1100.0,110.0,900.0,0.92,67.46,130.11,82.04,60.59,False,30.88,21.7
stuttgart,germany,1053.75,76.08,35.23,12.64,63.22,2.9,2.42,4.21,3.26,7.75,3411.99,University of Stuttgart,Aerospace Engineering,Master,2.0,0.0,68.7,1100.0,110.0,900.0,0.92,67.46,130.11,82.04,60.59,False,30.88,21.7
ulm,germany,974.71,65.33,35.3,12.64,57.96,2.63,3.37,4.06,3.42,7.48,3279.78,No University Listed,,,,,,,,,,,,76.39,58.81,True,29.72,21.32
wiesbaden,germany,737.62,89.83,39.78,12.64,56.9,3.08,3.06,4.43,3.3,8.01,2867.07,No University Listed,,,,,,,,,,,,71.93,58.24,True,25.73,22.1
wurzburg,germany,667.37,60.85,33.87,11.58,52.69,2.95,2.27,3.69,2.82,7.38,2186.52,No University Listed,,,,,,,,,,,,79.85,64.36,True,30.52,20.3
accra,ghana,589.26,18.21,31.37,2.5,26.79,0.41,0.71,0.71,1.46,1.07,183.6,University of Ghana,Data Analytics,Master,2.0,4500.0,42.1,300.0,120.0,250.0,12.0,57.23,14.15,90.93,90.76,True,320.95,4.78
gibraltar,gibraltar,1728.41,12.3,46.48,17.84,79.95,1.48,2.46,3.84,2.76,4.06,3385.92,No University Listed,,,,,,,,,,,,84.22,66.37,True,51.05,23.56
athens,greece,521.69,31.61,32.2,12.64,52.69,1.26,0.84,4.21,3.55,4.85,829.05,National Technical University,Software Engineering,Master,2.0,2500.0,54.8,550.0,120.0,400.0,0.92,60.44,52.48,90.45,72.01,True,62.93,18.71
athens,greece,521.69,31.61,32.2,12.64,52.69,1.26,0.84,4.21,3.55,4.85,829.05,National Technical University,Electrical Engineering,PhD,4.0,0.0,65.8,650.0,100.0,600.0,0.92,60.44,52.48,92.27,72.01,False,62.93,18.71
athens,greece,521.69,31.61,32.2,12.64,52.69,1.26,0.84,4.21,3.55,4.85,829.05,Athens University of Economics,Data Science,Master,2.0,0.0,65.8,650.0,100.0,600.0,0.92,60.44,52.48,92.27,72.01,False,62.93,18.71
chania,greece,480.77,52.69,39.12,13.17,52.69,2.32,1.32,3.95,3.36,4.74,823.24,Technical University of Crete,Electronic Engineering,Master,2.0,0.0,60.4,450.0,100.0,600.0,0.92,,,88.89,68.59,True,58.4,21.17
ioannina,greece,376.34,36.88,29.9,10.54,31.61,1.26,2.11,4.0,3.35,4.85,727.08,University of Ioannina,Information Systems,Bachelor,4.0,0.0,58.9,380.0,100.0,600.0,0.92,,,92.1,71.29,True,51.76,16.41
kavala,greece,380.85,57.96,33.64,12.64,52.69,1.16,1.05,4.21,3.39,5.22,829.05,No University Listed,,,,,,,,,,,,82.75,71.88,True,45.94,18.35
larisa,greece,296.37,21.07,30.56,13.7,31.61,1.21,1.36,5.01,3.13,4.85,862.75,No University Listed,,,,,,,,,,,,92.79,73.04,True,34.35,19.25
patra,greece,303.67,52.69,29.45,10.54,36.88,1.48,1.36,3.16,3.51,5.06,829.05,No University Listed,,,,,,,,,,,,84.67,73.06,True,36.63,17.01
thessaloniki,greece,446.59,31.61,31.24,12.64,42.15,1.05,1.37,4.21,3.33,4.85,843.08,Aristotle University,Computer Engineering,Master,2.0,0.0,62.4,500.0,100.0,600.0,0.92,57.97,49.84,92.65,72.76,True,52.97,18.07
thessaloniki,greece,446.59,31.61,31.24,12.64,42.15,1.05,1.37,4.21,3.33,4.85,843.08,University of Macedonia,Information Systems,PhD,4.0,0.0,62.4,500.0,100.0,600.0,0.92,57.97,49.84,92.65,72.76,False,52.97,18.07
volos,greece,408.33,52.69,24.76,10.54,42.15,1.37,2.11,3.16,3.09,4.85,807.87,University of Thessaly,Digital Systems,Master,2.0,0.0,59.8,400.0,100.0,600.0,0.92,,,89.26,71.7,True,50.54,16.37
volos,greece,408.33,52.69,24.76,10.54,42.15,1.37,2.11,3.16,3.09,4.85,807.87,University of Thessaly,Cybersecurity,PhD,4.0,0.0,59.8,400.0,100.0,600.0,0.92,,,89.26,71.7,False,50.54,16.37
xanthi,greece,289.78,15.81,37.41,12.64,37.93,0.53,0.78,4.48,2.9,4.74,829.05,Democritus University,Computer Engineering,Bachelor,4.0,0.0,58.7,380.0,100.0,600.0,0.92,,,96.12,77.46,True,34.95,16.6
guatemala city,guatemala,573.77,10.51,46.81,5.79,35.02,0.51,0.64,1.91,2.38,3.56,436.56,No University Listed,,,,,,,,,,44.39,39.76,93.39,84.04,True,131.43,9.19
georgetown,guyana,323.57,34.14,60.15,5.49,49.58,0.57,2.39,1.91,3.49,2.39,410.92,No University Listed,,,,,,,,,,,,89.25,74.05,True,78.74,10.12
tegucigalpa,honduras,435.5,53.82,58.98,4.0,24.51,0.5,2.73,1.1,1.51,2.22,516.15,No University Listed,,,,,,,,,,,,83.39,83.04,True,84.37,6.51
hong kong,hong kong,2294.53,64.18,22.84,7.7,64.18,1.54,1.22,6.42,5.09,7.96,2994.43,HKUST,Finance,Bachelor,4.0,22000.0,78.6,1500.0,120.0,600.0,7.82,74.73,76.49,61.8,59.45,True,76.63,15.87
budapest,hungary,330.57,24.43,12.82,8.23,38.57,0.9,1.03,2.06,1.85,5.14,752.32,Budapest University of Technology,Software Engineering,Master,2.0,6500.0,53.4,500.0,140.0,450.0,350.25,43.74,57.49,88.9,81.81,True,43.94,11.88
debrecen,hungary,359.95,19.03,11.34,5.66,38.57,1.03,0.9,1.03,1.34,4.63,716.81,University of Debrecen,Mechatronics,Bachelor,3.0,5800.0,48.9,400.0,140.0,450.0,350.25,38.05,56.37,91.0,85.07,True,50.22,9.06
gyor,hungary,325.67,21.21,15.88,5.14,25.71,0.64,0.91,1.16,1.36,5.14,800.71,Szechenyi Istvan University,Robotics,Bachelor,3.0,5200.0,45.6,320.0,140.0,450.0,350.25,,,91.24,87.06,True,40.67,7.78
miskolc,hungary,302.7,19.8,13.5,6.43,30.85,0.9,0.72,1.16,1.2,4.58,653.49,University of Miskolc,Computer Engineering,Master,2.0,5300.0,44.5,300.0,140.0,450.0,350.25,,,91.52,87.14,True,46.32,9.43
pecs,hungary,272.54,23.78,14.23,5.91,36.0,1.29,0.85,1.29,1.57,4.91,638.26,University of Pecs,Software Development,Master,2.0,5500.0,46.8,350.0,140.0,450.0,350.25,,,90.85,83.63,True,42.7,10.06
sopron,hungary,335.53,17.87,10.28,6.43,30.85,1.0,1.03,1.76,1.63,4.11,742.19,No University Listed,,,,,,,,,,,,93.31,84.05,True,45.21,10.06
szeged,hungary,326.9,20.57,11.74,5.4,32.14,1.03,1.14,1.03,1.41,5.03,717.52,University of Szeged,Computer Science,PhD,4.0,6000.0,47.2,380.0,140.0,450.0,350.25,38.41,47.26,90.76,84.63,True,45.56,8.87
szekesfehervar,hungary,334.24,19.28,11.23,7.71,48.85,0.85,0.77,1.29,1.77,5.14,762.46,No University Listed,,,,,,,,,,,,92.96,82.89,True,43.84,11.18
szombathely,hungary,317.1,24.43,12.86,8.23,36.0,0.9,0.77,1.21,2.0,4.88,786.75,No University Listed,,,,,,,,,,,,91.77,83.82,True,40.31,12.03
veszprem,hungary,359.95,15.11,11.0,5.13,25.71,0.82,0.77,1.22,1.33,4.89,766.19,University of Pannonia,Information Systems,Master,2.0,5100.0,44.8,310.0,140.0,450.0,350.25,,,92.17,87.16,True,46.98,8.1
reykjavik,iceland,1508.98,60.24,65.69,17.72,106.31,3.47,2.49,9.21,4.36,11.34,3342.89,University of Iceland,Computer Science,Master,2.0,0.0,84.5,1200.0,140.0,900.0,137.5,112.57,94.21,82.44,41.71,True,45.14,29.02
reykjavik,iceland,1508.98,60.24,65.69,17.72,106.31,3.47,2.49,9.21,4.36,11.34,3342.89,Reykjavik University,Robotics,Master,2.0,0.0,84.5,1150.0,140.0,900.0,137.5,112.57,94.21,82.44,41.71,False,45.14,29.02
ahmedabad,india,147.25,6.14,7.89,2.46,12.28,0.31,0.18,3.38,1.68,4.05,433.96,No University Listed,,,,,,,,,,24.24,70.18,95.35,88.39,True,33.93,4.76
aurangabad,india,132.03,10.44,9.83,2.03,8.9,0.25,0.31,1.84,1.51,3.99,445.21,No University Listed,,,,,,,,,,,,96.74,91.21,True,29.66,4.04
bangalore,india,240.59,18.42,10.75,3.07,18.42,0.61,0.37,2.21,2.09,4.3,504.58,Indian Institute of Science,Computer Science,Master,2.0,2500.0,45.6,500.0,200.0,300.0,83.2,26.83,96.51,94.1,86.57,True,47.68,6.38
bangalore,india,240.59,18.42,10.75,3.07,18.42,0.61,0.37,2.21,2.09,4.3,504.58,Indian Institute of Science,Data Science,PhD,4.0,2000.0,45.2,300.0,180.0,300.0,82.75,26.83,96.51,94.47,86.57,False,47.68,6.38
bhopal,india,68.57,6.14,9.94,2.33,12.28,0.25,0.2,1.84,1.49,3.68,446.24,No University Listed,,,,,,,,,,22.37,68.22,98.31,91.39,True,15.37,4.32
bhubaneshwar,india,166.36,5.53,9.23,1.84,12.28,0.61,0.25,1.72,1.58,3.68,509.69,No University Listed,,,,,,,,,,,,97.73,90.16,True,32.64,4.64
chandigarh,india,152.84,9.83,10.09,3.99,14.74,0.25,0.18,3.38,1.92,3.99,634.56,No University Listed,,,,,,,,,,26.0,64.37,96.73,87.6,True,24.09,6.41
chennai,india,180.73,12.28,9.48,2.18,12.28,0.31,0.25,2.21,1.63,4.42,552.68,IIT Madras,Software Engineering,Master,2.0,1700.0,42.4,280.0,180.0,300.0,82.75,25.2,67.87,96.03,89.74,True,32.7,4.43
coimbatore,india,157.62,10.44,9.31,2.46,8.6,0.32,0.25,1.97,1.23,4.3,368.45,No University Listed,,,,,,,,,,22.38,56.46,96.54,91.71,True,42.78,4.33
dehra dun,india,145.85,4.91,8.75,1.84,18.42,0.43,0.2,2.03,1.41,4.05,358.14,No University Listed,,,,,,,,,,,,98.04,89.96,True,40.72,4.11
delhi,india,229.84,11.67,7.95,4.91,22.11,0.49,0.22,1.84,1.77,4.3,586.46,IIT Delhi,Artificial Intelligence,PhD,4.0,1900.0,44.8,320.0,180.0,300.0,82.75,28.67,77.75,95.74,88.39,True,39.19,7.66
faridabad,india,106.44,15.35,8.6,3.07,14.85,0.37,0.15,1.84,1.69,4.3,491.27,No University Listed,,,,,,,,,,,,95.68,90.01,True,21.67,5.5
gurgaon,india,236.24,24.56,9.77,4.91,18.42,0.61,0.28,1.84,2.13,4.3,504.58,No University Listed,,,,,,,,,,30.71,113.89,92.35,87.25,True,46.82,8.26
guwahati,india,118.21,12.28,7.37,2.46,18.42,0.37,0.34,1.72,1.28,4.11,491.27,No University Listed,,,,,,,,,,22.68,71.26,96.37,90.46,True,24.06,4.48
hyderabad,india,173.77,12.28,8.87,2.46,12.28,0.55,0.31,1.84,2.01,4.05,531.45,IIT Hyderabad,Data Analytics,PhD,4.0,1800.0,41.2,260.0,180.0,300.0,82.75,23.59,78.0,95.99,88.51,True,32.7,5.57
indore,india,128.28,6.14,9.49,3.07,10.44,0.31,0.23,1.84,1.09,3.38,526.07,No University Listed,,,,,,,,,,25.4,50.73,97.86,92.68,True,24.38,4.78
jabalpur,india,124.35,6.14,6.75,3.07,7.37,0.25,0.15,2.03,2.0,4.18,388.92,No University Listed,,,,,,,,,,,,97.89,90.09,True,31.97,5.57
jaipur,india,145.74,7.37,9.12,2.46,9.83,0.31,0.25,1.84,1.45,4.3,447.36,No University Listed,,,,,,,,,,25.46,77.1,97.42,91.13,True,32.58,4.53
jammu,india,139.19,6.14,7.12,4.3,14.74,0.49,0.25,1.54,1.29,2.76,327.51,No University Listed,,,,,,,,,,,,97.78,91.8,True,42.5,6.57
kochi,india,185.17,9.83,8.26,1.84,7.98,0.25,0.37,1.47,1.34,3.07,630.31,No University Listed,,,,,,,,,,21.73,73.42,96.49,92.64,True,29.38,3.68
kolkata,india,148.65,3.93,7.47,2.0,14.74,0.2,0.31,2.21,1.64,4.05,532.21,No University Listed,,,,,,,,,,24.8,60.41,98.27,89.74,True,27.93,4.04
lucknow,india,122.82,12.28,8.66,3.07,12.28,0.43,0.15,1.84,1.57,4.05,569.74,No University Listed,,,,,,,,,,,,96.34,90.63,True,21.56,5.5
ludhiana,india,132.03,7.37,9.55,3.68,9.83,0.37,0.17,1.84,1.64,3.07,320.86,No University Listed,,,,,,,,,,27.17,68.43,97.52,91.34,True,41.15,6.06
mangalore,india,132.03,6.14,9.21,1.84,7.37,0.15,0.37,1.47,1.56,3.44,307.04,No University Listed,,,,,,,,,,22.4,79.58,97.83,92.13,True,43.0,3.7
mumbai,india,147.25,4.91,9.33,3.68,18.42,0.25,0.31,2.46,2.48,4.3,640.81,IIT Bombay,Computer Engineering,Master,2.0,1800.0,47.5,350.0,180.0,300.0,82.75,29.03,67.69,95.49,86.25,True,22.98,6.66
nagpur,india,101.32,8.6,8.76,4.91,12.28,0.37,0.2,2.33,2.05,4.91,499.46,No University Listed,,,,,,,,,,22.76,98.45,97.44,88.08,True,20.29,7.7
patna,india,113.61,12.28,8.51,2.46,12.28,0.46,0.25,2.46,1.37,4.05,356.17,No University Listed,,,,,,,,,,,,96.41,89.95,True,31.9,4.75
pune,india,219.79,11.05,9.57,3.68,14.74,0.37,0.31,2.46,1.96,4.05,803.85,IIT Pune,Computer Science,Master,2.0,1600.0,40.5,250.0,180.0,300.0,82.75,27.41,86.55,96.11,88.0,True,27.34,6.38
rajkot,india,92.11,9.21,6.55,3.07,12.28,0.2,0.25,6.14,1.01,4.05,429.86,No University Listed,,,,,,,,,,,,97.35,86.57,True,21.43,4.48
surat,india,219.25,4.3,7.33,2.76,9.83,0.25,0.25,1.84,1.35,4.3,331.61,No University Listed,,,,,,,,,,23.77,66.45,97.64,91.59,True,66.12,4.61
thane,india,276.34,5.53,9.58,2.61,14.74,0.4,0.31,2.64,2.46,3.87,521.97,No University Listed,,,,,,,,,,25.31,81.0,96.9,86.31,True,52.94,5.87
thiruvananthapuram,india,110.54,9.21,9.52,1.6,9.21,0.18,0.2,2.33,1.57,3.17,698.1,No University Listed,,,,,,,,,,19.26,68.15,97.21,91.3,True,15.83,3.53
vadodara,india,100.56,6.14,8.21,2.46,15.97,0.37,0.18,2.95,1.66,4.88,354.12,No University Listed,,,,,,,,,,22.28,74.59,98.07,88.01,True,28.4,4.86
vishakhapatnam,india,305.09,8.9,9.29,2.46,10.44,0.31,0.15,1.84,2.01,3.87,552.68,No University Listed,,,,,,,,,,,,95.82,89.98,True,55.2,5.09
bandung,indonesia,206.34,14.09,36.58,1.3,11.34,0.58,0.45,2.59,1.83,2.25,291.36,Institut Teknologi Bandung,Computer Engineering,PhD,4.0,4500.0,42.4,300.0,150.0,250.0,15600.0,35.58,28.81,93.56,88.56,True,70.82,4.29
denpasar,indonesia,206.61,12.96,30.44,2.9,25.93,0.21,0.47,2.27,2.04,2.27,234.97,Udayana University,Information Technology,Master,2.0,3000.0,37.9,200.0,150.0,250.0,15600.0,,,94.84,87.64,True,87.93,5.36
jakarta,indonesia,505.59,11.34,31.57,2.59,22.69,0.23,0.29,2.06,2.23,2.27,509.12,University of Indonesia,Information Systems,Bachelor,4.0,4200.0,45.8,500.0,130.0,300.0,15640.0,41.6,28.95,92.74,88.27,True,99.31,5.28
jakarta,indonesia,505.59,11.34,31.57,2.59,22.69,0.23,0.29,2.06,2.23,2.27,509.12,University of Indonesia,Information Systems,Master,2.0,5000.0,45.8,400.0,150.0,250.0,15600.0,41.6,28.95,92.15,88.27,False,99.31,5.28
medan,indonesia,106.3,6.48,31.59,1.94,10.05,0.32,0.65,2.27,1.13,1.78,302.49,No University Listed,,,,,,,,,,,,97.94,91.52,True,35.14,3.71
surabaya,indonesia,228.35,9.72,28.38,1.3,12.96,0.32,0.32,2.48,1.43,1.94,331.5,Institut Teknologi Sepuluh,Software Engineering,Bachelor,4.0,3800.0,41.5,280.0,150.0,250.0,15600.0,35.72,37.81,94.7,90.98,True,68.88,3.37
tangerang,indonesia,315.99,7.78,27.19,1.94,19.45,0.29,0.49,2.82,1.78,1.94,404.96,No University Listed,,,,,,,,,,,,96.03,88.28,True,78.03,4.3
yogyakarta,indonesia,226.87,9.86,24.36,1.3,7.78,0.23,0.65,2.27,1.62,2.2,156.11,Gadjah Mada University,Data Science,Master,2.0,4000.0,40.2,250.0,150.0,250.0,15600.0,34.91,30.83,94.53,90.37,True,145.33,3.38
esfahan,iran,391.31,20.0,19.17,3.0,17.0,0.3,0.4,0.85,1.03,1.25,272.93,No University Listed,,,,,,,,,,,,92.34,94.13,True,143.37,4.63
karaj,iran,459.59,23.75,50.67,5.5,17.81,0.48,0.25,0.57,1.46,1.6,308.57,No University Listed,,,,,,,,,,,,90.87,92.97,True,148.94,7.92
mashhad,iran,505.05,10.0,19.16,2.54,35.63,0.22,0.36,0.7,1.48,1.76,304.12,Ferdowsi University,Data Analytics,PhD,4.0,2900.0,47.8,320.0,150.0,280.0,42150.0,,,93.91,90.94,True,166.07,4.46
shiraz,iran,331.87,13.74,29.58,3.56,58.93,0.24,0.35,1.09,1.98,2.1,320.62,Shiraz University,Software Development,Master,2.0,2700.0,46.8,300.0,150.0,280.0,42150.0,,,94.29,86.04,True,103.51,6.02
tabriz,iran,645.92,12.0,35.79,3.78,47.5,0.47,0.24,1.9,4.71,14.23,306.35,University of Tabriz,Artificial Intelligence,PhD,4.0,2600.0,45.5,280.0,150.0,280.0,42150.0,,,93.08,71.37,True,210.85,9.43
tehran,iran,541.33,16.41,13.96,4.0,30.0,0.36,0.36,0.8,1.51,2.88,294.97,Sharif University of Technology,Data Analytics,Master,2.0,3000.0,51.2,400.0,150.0,280.0,42150.0,34.19,40.89,92.57,90.37,True,183.52,6.23
as sulaymaniyah,iraq,309.79,30.94,29.46,5.5,25.09,0.42,2.4,1.38,3.14,1.71,513.43,No University Listed,,,,,,,,,,,,90.17,79.38,True,60.34,9.48
