city,country,Rent_Studio_Center,Transport_Monthly_Pass,Internet_60Mbps,Meal_Inexpensive,Meal_Restaurant_3Course,Transport_OneWay,Taxi_Start,Beer_Domestic,Cappuccino,Cinema,Avg_Monthly_Net_Salary,University,Program,Level,Duration_Years,Tuition_USD,Living_Cost_Index,Rent_USD,Visa_Fee_USD,Insurance_USD,Exchange_Rate,Cost_of_Living_Index,Purchasing_Power_Index,Student_Score,Tourist_Score,City_Is_Unique,Rent_to_Income_Ratio,Daily_Survival_Budget
milan,italy,663.5,41.1,29.7,15.81,84.3,2.11,2.11,6.32,1.86,6.32,1897.64,Politecnico di Milano,Data Analytics,Master,2.0,4000.0,73.2,1200.0,120.0,700.0,0.92,73.89,74.87,83.65,63.2,False,34.96,21.89
modena,italy,632.25,33.19,28.45,16.33,63.22,2.11,1.16,5.27,1.61,5.95,1927.7,No University Listed,,,,,,,,,,,,87.16,71.05,True,32.8,22.16
monza,italy,748.16,47.42,28.57,17.39,79.56,1.9,1.21,5.27,1.55,6.32,1571.79,No University Listed,,,,,,,,,,,,82.66,69.54,True,47.6,22.74
naples,italy,667.37,38.99,30.48,15.81,52.69,1.37,1.26,4.21,1.81,6.32,1408.51,University of Naples,Software Engineering,PhD,4.0,3200.0,67.8,800.0,120.0,700.0,0.92,64.82,68.8,87.95,74.64,True,47.38,20.36
naples,italy,667.37,38.99,30.48,15.81,52.69,1.37,1.26,4.21,1.81,6.32,1408.51,University of Naples,Computer Science,Bachelor,3.0,3200.0,67.8,800.0,120.0,700.0,0.92,64.82,68.8,87.95,74.64,False,47.38,20.36
padova,italy,675.35,38.99,31.15,15.81,61.12,1.37,1.84,4.74,1.66,6.32,1559.63,No University Listed,,,,,,,,,,73.49,80.96,85.36,71.53,True,43.3,20.21
palermo,italy,526.87,38.46,31.26,15.81,52.69,1.58,0.89,4.21,1.71,5.8,1334.74,No University Listed,,,,,,,,,,61.16,80.13,86.62,75.83,True,39.47,20.68
parma,italy,570.78,36.88,31.61,15.81,73.76,1.58,1.37,5.27,1.69,6.11,1565.47,No University Listed,,,,,,,,,,,,86.69,70.28,True,36.46,20.66
pavia,italy,540.04,36.88,27.92,15.81,52.69,1.37,1.37,5.27,1.4,6.32,1306.64,No University Listed,,,,,,,,,,,,86.92,74.01,True,41.33,19.95
perugia,italy,545.31,57.96,27.55,13.7,52.69,1.58,1.16,5.01,1.46,5.85,1308.4,No University Listed,,,,,,,,,,,,81.51,74.55,True,41.68,18.32
pescara,italy,579.56,36.35,31.61,15.81,63.22,1.58,1.58,5.01,1.52,6.22,1339.76,No University Listed,,,,,,,,,,,,86.76,71.63,True,43.26,20.49
pisa,italy,579.56,33.72,29.5,15.81,63.22,1.58,2.11,5.27,1.49,6.01,1422.56,University of Pisa,Computer Engineering,Master,2.0,3300.0,68.9,850.0,120.0,700.0,0.92,,,89.22,69.79,True,40.74,20.46
pisa,italy,579.56,33.72,29.5,15.81,63.22,1.58,2.11,5.27,1.49,6.01,1422.56,University of Pisa,Software Development,Master,2.0,3300.0,68.9,850.0,120.0,700.0,0.92,,,89.22,69.79,False,40.74,20.46
pordenone,italy,554.27,47.42,32.8,15.81,63.22,1.58,1.88,5.01,1.67,5.48,1562.24,No University Listed,,,,,,,,,,,,84.13,70.64,True,35.48,20.64
reggio emilia,italy,526.87,36.88,31.44,15.81,63.22,1.58,1.21,5.27,1.58,5.69,1738.68,No University Listed,,,,,,,,,,,,87.02,72.56,True,30.3,20.55
rimini,italy,632.25,35.3,29.87,15.81,63.22,1.58,1.37,5.27,1.85,6.32,1685.99,No University Listed,,,,,,,,,,,,86.63,70.92,True,37.5,20.82
rome,italy,1070.3,36.88,29.26,16.33,73.76,1.58,1.16,5.27,1.5,6.32,1579.61,Sapienza University,Robotics,PhD,4.0,3500.0,71.2,1100.0,120.0,700.0,0.92,69.03,72.99,86.06,71.39,True,67.76,20.99
rome,italy,1070.3,36.88,29.26,16.33,73.76,1.58,1.16,5.27,1.5,6.32,1579.61,Sapienza University,Software Engineering,Bachelor,3.0,3500.0,71.2,1100.0,120.0,700.0,0.92,69.03,72.99,86.06,71.39,False,67.76,20.99
siena,italy,755.18,38.46,31.22,15.81,68.49,1.58,2.11,5.27,1.45,5.8,1492.1,No University Listed,,,,,,,,,,,,84.89,69.41,True,50.61,20.42
trento,italy,737.62,34.14,32.8,14.75,68.49,1.26,2.11,5.27,1.69,6.32,1735.17,No University Listed,,,,,,,,,,,,86.13,69.29,True,42.51,18.96
treviso,italy,692.84,38.46,32.26,15.81,73.76,2.11,1.0,5.53,1.55,6.06,1597.74,No University Listed,,,,,,,,,,,,85.36,70.09,True,43.36,21.58
trieste,italy,605.9,37.67,33.34,15.81,73.76,1.42,1.26,4.74,1.56,6.11,1595.97,No University Listed,,,,,,,,,,71.51,91.24,86.22,72.18,True,37.96,20.21
turin,italy,573.48,40.04,29.49,13.7,59.54,1.79,1.81,5.27,1.51,6.32,1621.41,Politecnico di Torino,Computer Engineering,Master,2.0,3800.0,69.8,900.0,120.0,700.0,0.92,66.68,86.7,87.81,70.37,True,35.37,18.79
turin,italy,573.48,40.04,29.49,13.7,59.54,1.79,1.81,5.27,1.51,6.32,1621.41,Politecnico di Torino,Artificial Intelligence,Master,2.0,3800.0,69.8,900.0,120.0,700.0,0.92,66.68,86.7,87.81,70.37,False,35.37,18.79
udine,italy,442.57,33.72,30.52,15.81,66.39,1.5,1.58,5.01,1.52,6.16,1578.11,No University Listed,,,,,,,,,,,,88.46,71.51,True,28.04,20.33
venice,italy,698.11,38.99,31.08,15.81,73.76,1.58,1.66,5.27,1.9,5.9,1633.31,No University Listed,,,,,,,,,,,,85.19,68.86,True,42.74,20.87
verona,italy,825.43,38.99,28.75,15.81,55.32,1.37,1.32,5.27,1.59,6.22,1602.65,No University Listed,,,,,,,,,,,,84.23,73.37,True,51.5,20.14
vicenza,italy,524.24,42.15,29.49,13.7,63.22,2.11,2.63,5.27,1.61,6.22,1659.65,No University Listed,,,,,,,,,,,,85.7,66.23,True,31.59,19.53
abidjan,ivory coast,568.94,40.16,55.88,3.21,32.13,0.44,1.61,0.96,2.46,1.16,131.96,No University Listed,,,,,,,,,,,,85.87,83.89,True,431.15,6.55
kingston,jamaica,634.86,32.48,40.65,6.5,45.47,0.97,2.6,1.95,3.49,9.09,584.66,No University Listed,,,,,,,,,,64.59,29.03,87.33,69.05,True,108.59,11.93
fukuoka,japan,502.55,70.73,36.03,7.3,37.23,2.08,4.32,3.28,2.96,4.17,1646.81,Kyushu University,Computer Engineering,Bachelor,4.0,7500.0,64.8,600.0,220.0,750.0,145.8,,,80.26,63.91,True,30.52,14.42
kyoto,japan,632.84,84.78,31.64,6.33,44.67,1.71,2.38,3.16,3.43,3.8,1968.01,Kyoto University,Computer Science,Master,2.0,8500.0,71.8,900.0,220.0,750.0,145.8,,,76.49,69.22,True,32.16,13.18
nagoya,japan,844.28,74.45,31.57,7.45,37.23,1.79,3.35,2.98,2.65,3.98,2444.12,Nagoya University,Information Science,Bachelor,4.0,7800.0,68.5,750.0,220.0,750.0,145.8,,,77.69,69.21,True,34.54,13.68
okinawa,japan,474.63,37.23,36.67,6.33,29.78,1.79,1.56,3.71,3.32,4.24,2470.85,No University Listed,,,,,,,,,,,,87.32,72.64,True,19.21,13.23
osaka,japan,674.96,88.81,32.15,7.45,48.39,1.8,2.98,3.35,3.28,4.28,2322.46,Osaka University,Engineering,Bachelor,4.0,6800.0,71.2,900.0,220.0,750.0,145.8,74.53,102.1,76.83,66.55,True,29.06,14.33
tokyo,japan,1140.47,74.45,32.85,7.45,44.67,1.49,3.13,4.47,3.42,4.47,2868.8,University of Tokyo,Information Science,Master,2.0,8900.0,76.4,1300.0,220.0,750.0,145.8,84.78,113.09,75.4,65.27,True,39.75,13.85
tokyo,japan,1140.47,74.45,32.85,7.45,44.67,1.49,3.13,4.47,3.42,4.47,2868.8,Tokyo Institute of Technology,Artificial Intelligence,PhD,3.0,8900.0,76.4,1100.0,220.0,750.0,145.8,84.78,113.09,75.4,65.27,False,39.75,13.85
yokohama,japan,900.24,74.45,35.77,6.33,44.67,1.79,2.98,3.35,3.1,3.72,2707.07,No University Listed,,,,,,,,,,,,74.63,67.84,True,33.26,13.01
saint helier,jersey,1665.23,63.96,58.96,27.68,104.55,2.71,3.76,6.15,4.03,12.78,2893.88,No University Listed,,,,,,,,,,,,71.53,44.38,True,57.54,37.13
amman,jordan,353.18,49.34,36.88,5.99,42.3,0.7,1.06,7.05,4.12,3.52,635.66,No University Listed,,,,,,,,,,54.72,45.41,85.15,69.14,True,55.56,11.51
irbid,jordan,177.24,14.8,33.48,3.52,28.2,0.78,0.47,4.93,1.06,3.38,528.69,No University Listed,,,,,,,,,,,,95.28,84.37,True,33.52,6.14
almaty,kazakhstan,566.76,15.09,11.76,6.38,31.88,0.17,0.53,1.28,1.98,1.38,504.8,No University Listed,,,,,,,,,,32.51,43.4,92.27,88.91,True,112.27,8.7
nur-sultan,kazakhstan,405.89,14.88,11.74,6.38,25.51,0.19,0.32,1.06,1.7,1.49,564.52,No University Listed,,,,,,,,,,,,93.54,91.32,True,71.9,8.46
shymkent,kazakhstan,205.29,13.82,10.89,5.31,14.81,0.21,0.43,1.17,1.42,1.28,325.31,No University Listed,,,,,,,,,,,,95.32,92.93,True,63.11,7.15
nairobi,kenya,414.88,32.61,52.18,4.28,32.61,0.82,1.11,2.04,2.25,2.45,455.52,No University Listed,,,,,,,,,,41.76,30.62,88.95,82.79,True,91.08,8.17
pristina,kosovo (disputed territory),320.18,14.75,17.69,4.74,21.07,0.42,0.68,1.9,1.14,2.95,471.75,No University Listed,,,,,,,,,,26.24,68.94,94.22,89.73,True,67.87,6.72
kuwait city,kuwait,929.33,40.72,29.68,6.52,52.13,0.98,3.26,2.61,4.69,2.93,1940.76,Kuwait University,Data Science,Master,2.0,3500.0,71.2,800.0,140.0,700.0,0.31,,,86.12,65.11,True,47.88,13.17
bishkek,kyrgyzstan,340.69,5.92,13.46,5.33,23.68,0.18,0.2,1.42,1.81,1.36,267.61,No University Listed,,,,,,,,,,,,96.31,91.19,True,127.31,7.5
liepaja,latvia,240.25,35.83,15.81,5.27,36.35,0.95,0.75,2.21,2.13,4.37,864.07,No University Listed,,,,,,,,,,,,89.45,82.21,True,27.8,9.3
riga,latvia,459.6,52.69,17.79,11.06,52.69,1.21,0.8,4.21,2.89,4.74,1091.09,No University Listed,,,,,,,,,,50.82,56.56,83.5,74.26,True,42.12,16.37
beirut,lebanon,718.75,80.0,65.01,10.0,60.0,1.91,1.2,3.0,3.51,5.79,370.25,American University of Beirut,Data Science,Master,2.0,20000.0,58.9,600.0,150.0,500.0,15000.0,60.79,54.43,68.5,69.55,True,194.13,17.33
tripoli,libya,250.16,22.79,23.1,6.17,35.12,0.25,0.62,0.86,0.59,2.37,298.35,No University Listed,,,,,,,,,,,,92.7,92.13,True,83.85,7.26
kaunas,lithuania,502.56,29.5,13.17,8.17,52.69,1.05,0.74,4.21,2.82,4.74,1146.11,No University Listed,,,,,,,,,,45.88,61.43,89.08,75.08,True,43.85,13.09
klaipeda,lithuania,406.44,27.92,10.96,7.38,31.61,1.05,0.84,4.21,2.66,4.48,1093.88,No University Listed,,,,,,,,,,46.98,58.45,90.21,77.81,True,37.16,12.14
vilnius,lithuania,773.15,31.09,14.55,10.01,52.69,0.79,0.74,4.21,2.95,4.74,1276.18,No University Listed,,,,,,,,,,48.31,61.08,86.64,75.41,True,60.58,14.54
luxembourg,luxembourg,1766.92,0.0,56.49,21.07,89.57,0.0,3.16,5.27,3.83,5.69,4272.11,No University Listed,,,,,,,,,,86.85,120.25,87.06,61.05,True,41.36,24.9
antananarivo,madagascar,431.46,2.61,58.79,4.12,20.62,0.14,1.15,1.15,1.15,5.27,142.04,No University Listed,,,,,,,,,,,,96.47,88.8,True,303.76,5.55
lilongwe,malawi,350.54,44.64,111.98,3.41,29.21,0.49,0.39,0.78,2.32,2.92,292.11,No University Listed,,,,,,,,,,,,86.37,87.66,True,120.0,6.71
johor bahru,malaysia,287.18,18.23,34.57,2.17,21.65,0.54,0.49,3.42,2.6,4.1,746.39,UTM,Data Analytics,PhD,4.0,8000.0,51.8,400.0,120.0,400.0,4.65,42.59,59.51,89.9,82.94,True,38.48,5.85
klang,malaysia,341.88,22.79,23.78,1.94,12.71,0.8,0.34,4.56,2.55,4.56,455.84,No University Listed,,,,,,,,,,,,92.01,82.05,True,75.0,6.09
kota kinabalu,malaysia,398.86,22.09,28.57,2.74,13.68,0.4,0.46,3.42,2.66,3.99,531.81,No University Listed,,,,,,,,,,42.15,41.36,91.75,84.22,True,75.0,6.2
kuala lumpur,malaysia,438.4,22.79,25.49,3.42,22.79,0.68,1.14,3.65,2.74,4.1,1290.67,University of Malaya,Computer Science,Bachelor,4.0,4800.0,48.2,500.0,110.0,300.0,4.72,42.44,82.84,90.69,79.63,True,33.97,7.52
kuala lumpur,malaysia,438.4,22.79,25.49,3.42,22.79,0.68,1.14,3.65,2.74,4.1,1290.67,University of Malaya,Computer Science,Master,2.0,8500.0,55.4,500.0,120.0,400.0,4.65,42.44,82.84,88.0,79.63,False,33.97,7.52
kuching,malaysia,379.87,22.79,28.9,2.51,18.23,1.14,0.68,3.42,2.82,4.09,442.55,UNIMAS,Computer Science,Master,2.0,7000.0,49.5,380.0,120.0,400.0,4.65,42.15,40.85,89.38,80.47,True,85.84,7.61
petaling jaya,malaysia,425.45,22.79,23.13,2.96,24.27,0.68,0.34,4.9,3.03,3.99,917.35,No University Listed,,,,,,,,,,44.31,73.49,91.37,79.47,True,46.38,7.35
shah alam,malaysia,303.89,22.79,26.89,2.28,18.23,1.14,0.8,1.82,2.62,4.05,1127.81,UiTM,Data Analytics,Master,2.0,7100.0,51.8,430.0,120.0,400.0,4.65,,,89.69,82.92,True,26.95,7.18
male,maldives,860.88,21.6,103.19,5.56,26.19,0.65,1.64,3.11,2.53,6.55,800.51,No University Listed,,,,,,,,,,70.45,28.32,88.39,77.76,True,107.54,9.39
gzira,malta,962.2,34.25,38.13,18.97,81.67,2.11,2.63,3.16,2.68,6.32,1383.04,No University Listed,,,,,,,,,,,,84.4,63.87,True,69.57,25.87
sliema,malta,953.39,27.4,36.88,15.81,79.03,2.11,1.58,4.21,2.57,6.11,1410.32,No University Listed,,,,,,,,,,70.33,70.43,86.22,66.48,True,67.6,22.6
valletta,malta,981.3,27.4,53.86,18.97,84.3,1.58,2.11,3.16,3.05,6.01,1184.8,No University Listed,,,,,,,,,,,,86.01,65.75,True,82.82,25.18
aguascalientes,mexico,238.51,11.35,26.01,7.74,28.36,0.52,1.29,2.02,2.13,3.61,850.89,No University Listed,,,,,,,,,,,,95.7,83.27,True,28.03,10.91
cancun,mexico,572.99,26.91,24.44,7.74,41.26,0.62,1.83,2.02,2.54,3.3,657.96,No University Listed,,,,,,,,,,31.35,53.68,89.21,78.77,True,87.09,11.52
chihuahua,mexico,264.29,25.78,24.46,7.74,25.78,0.57,0.77,1.42,2.06,3.3,795.59,No University Listed,,,,,,,,,,,,91.83,86.29,True,33.22,10.94
ciudad benito juarez,mexico,464.12,15.47,24.22,7.74,36.1,0.41,0.26,2.06,3.14,3.66,752.74,No University Listed,,,,,,,,,,,,92.95,82.92,True,61.66,11.7
ensenada,mexico,464.12,15.47,21.87,7.74,28.36,0.72,1.05,2.58,2.73,3.56,532.88,No University Listed,,,,,,,,,,,,92.95,80.99,True,87.1,11.91
guadalajara,mexico,531.16,18.05,28.69,7.74,30.94,0.52,0.52,1.8,2.48,3.61,764.19,Universidad de Guadalajara,Software Engineering,Bachelor,4.0,900.0,45.6,500.0,40.0,400.0,17.05,31.46,64.69,93.87,84.7,True,69.51,11.26
hermosillo,mexico,305.12,12.89,34.98,7.74,20.63,0.52,1.39,2.19,2.67,3.61,741.3,No University Listed,,,,,,,,,,,,94.81,82.03,True,41.16,11.45
merida,mexico,410.61,25.78,28.4,7.07,36.1,0.41,1.12,2.58,2.87,3.61,549.45,Universidad Autonoma de Yucatan,Computer Engineering,Master,2.0,3500.0,43.2,400.0,40.0,400.0,17.05,29.39,40.29,91.27,80.27,True,74.73,10.76
mexico city,mexico,766.53,15.69,26.67,7.74,39.97,0.31,0.52,2.58,2.71,3.61,718.92,UNAM,Computer Engineering,Bachelor,4.0,800.0,44.6,500.0,160.0,400.0,17.2,34.18,51.4,93.16,82.47,True,106.62,11.07
mexico city,mexico,766.53,15.69,26.67,7.74,39.97,0.31,0.52,2.58,2.71,3.61,718.92,UNAM,Computer Engineering,Bachelor,4.0,800.0,52.4,600.0,40.0,400.0,17.05,34.18,51.4,93.16,82.47,False,106.62,11.07
monterrey,mexico,597.01,23.2,27.35,7.74,41.26,0.77,0.52,2.06,2.75,3.35,973.79,Tecnológico de Monterrey,Data Science,Master,2.0,12000.0,48.9,700.0,40.0,400.0,17.05,34.12,79.87,84.58,81.82,True,61.31,12.03
playa del carmen,mexico,808.9,15.47,21.81,7.74,25.78,0.52,2.32,1.93,2.36,3.38,670.4,No University Listed,,,,,,,,,,,,90.35,79.88,True,120.66,11.14
puebla,mexico,325.74,25.78,31.59,7.74,25.78,0.41,1.03,2.32,2.43,3.35,532.88,UDLAP,Computer Engineering,Master,2.0,10000.0,44.5,450.0,40.0,400.0,17.05,28.89,44.8,86.97,83.54,True,61.13,10.99
puerto vallarta,mexico,785.83,25.78,29.25,7.74,35.32,0.52,0.96,1.93,2.73,2.84,443.49,No University Listed,,,,,,,,,,29.82,54.23,87.89,82.31,True,177.19,11.51
queretaro,mexico,512.01,25.78,23.82,7.74,28.18,0.57,1.42,2.45,2.56,3.61,816.51,Tecnologico de Monterrey,Data Analytics,Bachelor,4.0,11000.0,46.7,480.0,40.0,400.0,17.05,31.01,57.83,85.3,80.89,True,62.71,11.44
san luis potosi,mexico,309.41,21.52,28.36,7.74,33.52,0.54,0.62,1.62,2.55,3.76,911.05,UASLP,Computer Systems,Master,2.0,2800.0,42.8,380.0,40.0,400.0,17.05,,,93.01,84.0,True,33.96,11.37
san miguel de allende,mexico,791.45,18.05,31.18,7.74,36.62,0.41,2.0,2.06,2.72,2.89,618.83,No University Listed,,,,,,,,,,,,89.82,78.98,True,127.89,11.28
tijuana,mexico,653.62,46.41,24.72,7.74,45.12,0.85,1.76,2.58,3.38,3.74,807.91,CETYS Universidad,Information Technology,Bachelor,4.0,9500.0,45.4,550.0,40.0,400.0,17.05,32.7,57.98,82.17,74.45,True,80.9,12.82
toluca,mexico,281.05,30.94,32.41,7.74,30.94,0.62,1.8,1.68,2.19,3.38,773.53,No University Listed,,,,,,,,,,,,90.39,81.5,True,36.33,11.17
zapopan,mexico,412.55,15.47,26.22,7.74,52.86,0.52,1.29,2.06,2.36,3.25,941.13,No University Listed,,,,,,,,,,,,93.34,79.91,True,43.84,11.14
chisinau,moldova,317.16,12.0,9.02,6.15,25.99,0.31,0.23,1.28,1.42,2.31,448.7,No University Listed,,,,,,,,,,33.75,32.92,94.94,91.29,True,70.68,8.19
ulaanbaatar,mongolia,298.08,6.53,12.53,4.4,29.35,0.15,0.44,1.47,2.1,1.61,315.53,No University Listed,,,,,,,,,,34.16,33.64,96.48,88.8,True,94.47,6.8
budva,montenegro,639.77,23.71,25.68,8.43,42.15,1.05,1.32,2.63,1.98,5.27,585.88,No University Listed,,,,,,,,,,,,89.52,78.82,True,109.2,12.51
podgorica,montenegro,367.05,28.45,26.24,5.8,26.34,0.95,0.58,2.11,1.53,3.69,644.09,No University Listed,,,,,,,,,,39.83,52.16,90.37,86.17,True,56.99,9.23
agadir,morocco,182.15,13.69,23.32,2.83,32.11,0.38,0.57,2.83,1.68,3.16,341.74,No University Listed,,,,,,,,,,,,95.53,85.93,True,53.3,5.27
casablanca,morocco,426.32,21.72,36.34,3.45,18.89,0.57,0.71,2.83,1.78,3.59,470.72,Hassan II University,Computer Engineering,PhD,4.0,2200.0,43.5,350.0,70.0,250.0,10.15,35.68,40.76,92.83,85.97,True,90.57,6.37
kenitra,morocco,288.06,10.39,23.78,3.07,23.61,0.38,0.68,2.36,1.42,3.31,326.31,No University Listed,,,,,,,,,,,,95.57,87.89,True,88.28,5.25
marrakech,morocco,375.7,10.39,34.41,3.31,38.72,0.38,0.52,3.07,1.65,3.59,345.66,Cadi Ayyad University,Artificial Intelligence,PhD,4.0,2100.0,40.5,280.0,70.0,250.0,10.15,,,95.08,84.84,True,108.69,5.72
oujda-angad,morocco,156.78,18.89,43.4,2.6,16.06,0.33,0.47,2.08,1.28,3.59,298.69,No University Listed,,,,,,,,,,,,94.4,90.21,True,52.49,4.54
rabat,morocco,436.3,23.61,31.94,3.31,25.97,0.57,0.68,3.07,1.75,3.59,427.64,Mohammed V University,Information Systems,Master,2.0,2000.0,41.2,300.0,70.0,250.0,10.15,38.59,46.21,92.6,85.0,True,102.03,6.2
tangier,morocco,344.06,9.44,36.6,2.83,18.89,0.33,0.61,1.98,2.02,3.59,388.41,Abdelmalek Essaadi University,Software Engineering,Master,2.0,1900.0,38.9,260.0,70.0,250.0,10.15,,,95.54,87.42,True,88.58,5.51
tetouan,morocco,162.13,9.44,28.04,3.07,12.28,0.47,0.85,2.6,1.17,3.26,280.56,No University Listed,,,,,,,,,,,,96.76,88.84,True,57.79,5.18
maputo,mozambique,989.04,13.18,123.73,16.44,66.56,0.23,3.92,1.17,2.0,2.35,261.03,No University Listed,,,,,,,,,,,,89.57,73.55,True,378.9,18.9
windhoek,namibia,382.36,22.44,48.6,8.58,37.16,0.71,0.82,1.43,1.81,2.29,564.61,No University Listed,,,,,,,,,,45.84,55.74,91.79,85.71,True,67.72,11.81
kathmandu,nepal,173.88,4.61,12.17,2.2,23.07,0.19,0.77,2.31,1.42,3.08,201.45,No University Listed,,,,,,,,,,31.89,26.48,97.91,88.38,True,86.31,4.0
's-hertogenbosch,netherlands,964.18,60.59,36.79,18.97,63.22,3.37,2.16,4.35,3.06,8.43,2669.49,No University Listed,,,,,,,,,,,,77.68,60.16,True,36.12,28.77
almere,netherlands,1238.15,72.71,38.46,16.86,84.3,3.16,3.16,4.74,2.9,8.43,2950.49,No University Listed,,,,,,,,,,,,72.52,55.04,True,41.96,26.08
amersfoort,netherlands,1123.99,118.02,39.34,16.86,68.49,3.16,2.63,5.27,3.1,8.43,3371.98,No University Listed,,,,,,,,,,,,61.83,57.23,True,33.33,26.28
amsterdam,netherlands,1163.07,104.85,49.7,19.49,84.3,3.37,2.6,5.99,3.58,8.64,3655.44,University of Amsterdam,Artificial Intelligence,Master,1.0,15800.0,73.2,1500.0,180.0,720.0,0.92,82.14,98.88,61.9,52.41,True,31.82,29.81
amsterdam,netherlands,1163.07,104.85,49.7,19.49,84.3,3.37,2.6,5.99,3.58,8.64,3655.44,VU Amsterdam,Business Analytics,Master,2.0,15400.0,73.5,1100.0,180.0,720.0,0.92,82.14,98.88,62.19,52.41,False,31.82,29.81
amsterdam,netherlands,1163.07,104.85,49.7,19.49,84.3,3.37,2.6,5.99,3.58,8.64,3655.44,University of Amsterdam,Artificial Intelligence,PhD,4.0,15000.0,81.2,1300.0,171.0,720.0,0.92,82.14,98.88,62.48,52.41,False,31.82,29.81
arnhem,netherlands,964.18,105.37,40.83,17.91,52.69,2.53,2.36,5.27,3.08,8.43,2770.72,No University Listed,,,,,,,,,,,,66.26,61.68,True,34.8,26.05
breda,netherlands,958.38,135.41,45.73,20.81,63.22,4.0,3.16,5.27,3.39,8.43,4404.66,No University Listed,,,,,,,,,,,,58.65,53.03,True,21.76,32.2
delft,netherlands,1163.07,54.79,42.3,16.86,52.69,2.63,2.69,5.27,3.31,8.43,3045.36,TU Delft,Robotics,PhD,4.0,4800.0,71.8,1200.0,180.0,720.0,0.92,,,81.61,59.69,True,38.19,25.43
delft,netherlands,1163.07,54.79,42.3,16.86,52.69,2.63,2.69,5.27,3.31,8.43,3045.36,TU Delft,Computer Science,Master,2.0,15500.0,76.5,1100.0,171.0,720.0,0.92,,,73.82,59.69,False,38.19,25.43
eindhoven,netherlands,1223.25,105.37,42.35,16.86,63.22,4.74,2.58,5.27,3.11,8.64,3566.2,TU Eindhoven,Computer Science,Master,2.0,15600.0,69.8,950.0,180.0,720.0,0.92,72.82,121.84,64.85,53.57,True,34.3,29.45
eindhoven,netherlands,1223.25,105.37,42.35,16.86,63.22,4.74,2.58,5.27,3.11,8.64,3566.2,TU Eindhoven,Artificial Intelligence,Master,2.0,14800.0,72.3,950.0,171.0,720.0,0.92,72.82,121.84,65.43,53.57,False,34.3,29.45
enschede,netherlands,1035.3,59.54,46.36,15.81,63.22,2.63,2.03,6.32,3.21,8.43,3175.29,University of Twente,Artificial Intelligence,Bachelor,3.0,11200.0,65.4,750.0,180.0,720.0,0.92,,,76.79,59.39,True,32.6,24.28
groningen,netherlands,882.98,94.84,44.05,15.81,84.3,2.63,2.55,4.74,3.27,8.64,2297.16,University of Groningen,Computing Science,Master,2.0,14800.0,66.8,800.0,180.0,720.0,0.92,72.29,96.13,68.94,57.22,True,38.44,24.34
groningen,netherlands,882.98,94.84,44.05,15.81,84.3,2.63,2.55,4.74,3.27,8.64,2297.16,University of Groningen,Computing Science,PhD,4.0,14200.0,71.2,900.0,171.0,720.0,0.92,72.29,96.13,69.37,57.22,False,38.44,24.34
haarlem,netherlands,1585.89,114.86,51.17,18.44,71.13,4.21,3.16,5.53,3.65,8.54,2815.59,No University Listed,,,,,,,,,,,,59.15,50.37,True,56.33,30.51
hilversum,netherlands,1235.52,52.69,40.79,18.97,73.76,3.95,,4.21,3.15,8.43,4478.42,No University Listed,,,,,,,,,,,,77.64,56.65,True,27.59,30.02
leeuwarden,netherlands,783.28,73.76,47.63,15.28,63.22,3.16,2.48,5.01,3.19,8.64,2493.86,No University Listed,,,,,,,,,,,,75.68,58.3,True,31.41,24.79
leiden,netherlands,1304.08,52.69,54.79,15.81,63.22,3.16,2.11,5.27,3.16,8.43,3249.05,Leiden University,Computer Engineering,Bachelor,3.0,11400.0,69.5,950.0,180.0,720.0,0.92,74.56,93.41,76.45,59.31,True,40.14,25.29
maastricht,netherlands,1141.34,52.69,44.78,15.28,63.22,3.58,2.21,4.48,3.3,8.43,3073.42,Maastricht University,Data Science,Bachelor,3.0,11500.0,67.2,850.0,180.0,720.0,0.92,73.87,104.75,77.2,58.55,True,37.14,25.74
nijmegen,netherlands,1106.43,142.26,38.69,15.81,73.76,2.21,1.84,5.8,3.24,8.43,2985.61,Radboud University,Software Science,Master,2.0,14500.0,66.5,800.0,180.0,720.0,0.92,,,59.97,60.56,True,37.06,23.47
rotterdam,netherlands,1355.86,84.3,42.86,15.81,68.49,4.21,2.05,5.27,3.19,8.64,3188.36,Erasmus University,Economics,Bachelor,3.0,11200.0,71.5,1300.0,180.0,720.0,0.92,74.08,111.02,70.97,55.85,True,42.53,27.42
rotterdam,netherlands,1355.86,84.3,42.86,15.81,68.49,4.21,2.05,5.27,3.19,8.64,3188.36,Erasmus University,Business Analytics,Master,2.0,14500.0,77.8,1200.0,171.0,720.0,0.92,74.08,111.02,68.57,55.85,False,42.53,27.42
tilburg,netherlands,1157.09,131.72,44.35,12.64,79.03,3.42,1.69,5.27,2.9,8.43,2204.08,Tilburg University,Information Systems,Bachelor,3.0,11300.0,65.8,750.0,180.0,720.0,0.92,,,63.84,58.87,True,52.5,22.38
tilburg,netherlands,1157.09,131.72,44.35,12.64,79.03,3.42,1.69,5.27,2.9,8.43,2204.08,Tilburg University,Data Science,Master,2.0,14000.0,70.5,950.0,171.0,720.0,0.92,,,61.87,58.87,False,52.5,22.38
